,AnimalName,symptoms1,symptoms2,symptoms3,symptoms4,symptoms5,Dangerous
757,pig,tremors,lying on the side,difficulty in swallowing,death,not eating,Yes
758,pig,fever,difficulty in breathing,coughing,sneezing,seizures,Yes
759,pig,swelling,loss of appetite,wool loss,tears,death,Yes
760,pig,wool is clumped,feels stiff,staggering,skin rashes,pains,Yes
761,pig,swaying,behaviour change,tremor,jerky limb movements,pains,Yes
762,pig,cell damage,behaviour change,weight loss,pruritis,death,Yes
763,pig,swelling,discomfort,difficulty in rising,death,pains,Yes
764,pig,swollen,hot joints,pustulses,difficulty in walk,pains,Yes
765,pig,formation of vesicles,nostrils,abnormally long leg,scabs on lip,pains,Yes
766,pig,skeleten abnormalities,facial defects,hair loss,flat ribs,underdeveloped muscles,Yes
767,tiger,wether restless,kicking,normal appetite,attempt to urinate,pains,Yes
768,tiger,inability to stand,pains to walk,depression,weakness,stiffness,Yes
769,tiger,fever,succumb,sluggish,anorexia,pains,Yes
770,tiger,listless,bottle jaw,malpresentation,death,oxygen defiency,Yes
771,tiger,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,Yes
772,tiger,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,Yes
773,tiger,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,Yes
774,tiger,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,Yes
775,tiger,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,Yes
776,tiger,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,Yes
777,tiger,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,Yes
778,tiger,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,Yes
779,tiger,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,Yes
780,tiger,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,Yes
781,tiger,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,Yes
782,tiger,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,Yes
783,donkey,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,Yes
784,donkey,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,Yes
785,donkey,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,Yes
786,donkey,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,Yes
787,donkey,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,Yes
788,donkey,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,Yes
789,donkey,fetopelvic dispropotion,uteria inertia,fast breathing,death,pains,Yes
790,donkey,cough,panting,facial swelling ,production of mucus,fatigue,Yes
791,donkey,cough,sneeze,droopy wings,twisted neck,droopy wings,Yes
792,donkey,shortness of breath ,fatigue,chirping,loss of appetite,swollen abdomen,Yes
793,donkey,gasping,coughing,mild weakness,droopy wings,twisted neck,Yes
794,donkey,excessive blood loss,dizziness and fainting,blurry vision,watery eyes,slow growth,Yes
795,donkey,nosebleed,trauma,mild weakness,nose picking,dry air,Yes
796,donkey,bleeding from other parts of the body,confusion,nasal discharge,loss of alertness,dizziness and fainting,Yes
797,donkey,bad breath,pawing at the face or nose,cough,sneezing,bleeding from the nose,Yes
798,donkey,extending its neck,gasping for air,gasping for breath,difficulty swallowing,gasping for breath,Yes
799,donkey,difficulty swallowing,cough,difficulty swallowing,gasping for air,extending its neck,Yes
800,donkey,cough,gasping for air,weight loss,gasping for breath,extending its neck,Yes
801,donkey,weakness,decreased stool production,distended stomach,heavy breathing,restless movement,Yes
802,donkey,eye redness,frequent eye infections,crusty eye lashes and matting of eyelashes,foul smelling stools,increased passing gas,Yes
803,donkey,excessive eye watering,eye redness,weakness,mucus discharge from the eye,frequent eye infections,Yes
804,donkey,sudden death,loss of appetite,rapid heartbeats,fluffed feathers,lack of vocalizations,Yes
805,donkey,unable to urinate,lightheadedness,droopiness,rectal bleeding,swollen abdomen,Yes
806,donkey,extreme thirst,bloody discharge,loss of appetite,inability to fly,loss of wariness,Yes
807,donkey,egg production stops,broody behavior,loss of appetite,weight loss,constipation,Yes
808,donkey,nausea,vomiting,loss of appetite,experiencing changes in weight,pain and bloating,Yes
809,donkey,burning ache or pain,vomiting,loss of appetite,experiencing changes in weight,pain and bloating,Yes
810,donkey,continuous loss of weight,regurgitation of food,wheezing,excessive food intake,undigested seeds,Yes
811,donkey,loss of appetite,lathargy,abortion,gurgling sound,depression,Yes
812,donkey,fever,mild colic,loss of tail tone,loss of appetite,depression,Yes
813,donkey,head tilt,lathargy,lathargy,urine dribbling,inability to rise,Yes
814,donkey,fever,loss of appetite,respiratory noise,weight loss,depression,Yes
815,donkey,fever,nasal discharge,muscular stiffness,swollen lymph nodes,depression,Yes
816,donkey,sweating,muscular spasms,thirst,weight loss,difficulty moving and eating,Yes
817,donkey,loss of appetite,high body temperaure,lack of appetite,diarrhea,sudden death,Yes
818,donkey,sweating,dry or tacky gums,reduced appetite,lying down,dull ness,Yes
819,donkey,outstretched neck,dull ness,inappetence,noisy breathing,coughing,Yes
820,deer,weight loss,dull ness,inappetence,self isolation,recumbency,Yes
821,deer,weight loss,dull ness,muscles problem,self isolation,recumbency,Yes
822,deer,changed gait,dull ness,muscles problem,pain,pains,Yes
823,deer,changed gait,dull ness,diffuse,difficulty diagnosis,anemia,Yes
824,deer,difficulty in breathing,swelling problem,bleeding from wounds,frequent yawning,anorexia,Yes
825,deer,undernutrition,drinking polluted water,listlessness,staggering,anorexia,Yes
826,deer,wasting,stumbling,listlessness,drooling,drooping ears,Yes
827,deer,wasting,stumbling,listlessness,drooling,urination problem,Yes
828,deer,wasting,stumbling,listlessness,drooling,urination problem,Yes
829,deer,wasting,stumbling,listlessness,drooling,urination problem,Yes
830,deer,wasting,stumbling,listlessness,drooling,urination problem,Yes
831,deer,wasting,stumbling,listlessness,drooling,urination problem,Yes
832,deer,wasting,stumbling,listlessness,drooling,urination problem,Yes
833,deer,wasting,stumbling,listlessness,drooling,drooping ears,Yes
834,deer,wasting,stumbling,listlessness,drooling,drooping ears,Yes
835,deer,wasting,stumbling,fever,drooling,drooping ears,Yes
836,deer,feline infections,lymphosarcoma,difficulty breating,stomatitis,anaemia,Yes
837,deer,sudden death,high temperature,difficulty breating,weight loss,trembling,Yes
838,deer,sudden death,high temperature,difficulty breating,aneamia,trembling,Yes
839,deer,sudden death,high temperature,difficulty breating,staggering,trembling,Yes
840,deer,sudden death,high temperature,rapid pulse and heart rates,depression,trembling,Yes
841,deer,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes
842,deer,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes
843,deer,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes
844,deer,fever,loss of appetite,swollen teats,lameness in affected leg,depression,Yes
845,deer,swelling,nasal discharge,drooling,tiredness,fever,Yes
846,deer,eye discharges,nasal discharge,change their normal behaviour,high body temperature,lameness,Yes
847,deer,stop eating,stop drinking,change their normal behaviour,lameness,pains,Yes
848,deer,stop eating,stop drinking,change their normal behaviour,weight loss,pains,Yes
849,deer,stop eating,stop drinking,change their normal behaviour,depression,pains,Yes
850,buffaloes,fever,difficulty in breathing,thrist and urination,lethargy,sneezing,Yes
851,buffaloes,fever,diarrhea,nasal discharge,lethargy,blue eye,Yes
852,buffaloes,fever,respiratory distress,weekness in the back legs,hyperesthesia,sudden death,Yes
853,buffaloes,ulcers,diarrhea,back pain,tarry stool,enlarged lymph nodes,Yes
854,buffaloes,facial swelling,bloody drool,abdominal pain,unable to eat,lossened teeth,Yes
855,buffaloes,fever,difficulty in breathing,reduce energy,weight loss,enlarged lymph nodes or swelling,Yes
856,buffaloes,swelling on leg,painfull,poor appetite,broken bones,nasal discharge,Yes
857,buffaloes,short term lethargy,loss of  appetite,poor appetite,rapid heart rate,week pulse,Yes
858,buffaloes,swollen lymph nodes,difficulty in walking,watery stool,lethargy,vaginal discharge,Yes
859,buffaloes,fever,diarrhea,sneezing,stiffness,severe weekness and depression,Yes
860,buffaloes,fever,loss of  appetite,coughing,lameness,swelling of joints,Yes
861,buffaloes,fever,chronic eye inflamation,coughing,lethargy,neurologic abnormalities,Yes
862,buffaloes,fever,swelling of face or leg,coughing,depression,pains,Yes
863,buffaloes,diarrhea with muscus,tensemus,nose bleeds,flatulence,pains,Yes
864,buffaloes,strong cough,runny nose,darkened skin,lethargy,loss of appettite,Yes
865,buffaloes,fever,inflammed eye,sneezing,depression,limping,Yes
866,buffaloes,fever,difficulty in breathing,poor appetite,eye and skin change,unable to exercise,Yes
867,buffaloes,fever,loss of  appetite,lession on the skin,lethargy,joint pain,Yes
868,buffaloes,lesions in the nasal cavity,lesions on nose,vomiting,noisy breathing,lesions on nose,Yes
869,buffaloes,hair loss,dandruff,vomiting,crusting of the skin,ulcerated skin,Yes
870,buffaloes,greenish yellow nasal discharge,lack of pigmentation,vomiting,lethargy,pain on face,Yes
